ORF	hap a | growth (relative abundance in pooled culture) | standard | SD + phosphate limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + phosphate limitation | Payen C~Dunham MJ, 2016	hap a | growth (relative abundance in pooled culture) | standard | SD + sulfate limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + sulfate limitation | Payen C~Dunham MJ, 2016	hap a | growth (relative abundance in pooled culture) | standard | SD + glucose limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + glucose limitation | Payen C~Dunham MJ, 2016
YOR141C	-0.027	-0.012	-0.056	0.026	NaN	0.001
YOR142W	-0.009	-0.013	0.025	-0.027	0.017	0.007
YOR143C	NaN	NaN	NaN	NaN	NaN	NaN
YOR144C	-0.120	0.021	-0.081	0.001	-0.030	0.022
YOR145C	-0.020	-0.004	NaN	-0.032	NaN	-0.032
YOR146W	NaN	-0.027	NaN	0.002	NaN	-0.029
YOR147W	-0.066	0.039	-0.009	0.037	0.022	0.013
YOR148C	NaN	0.002	NaN	0.005	NaN	-0.005
YOR149C	NaN	NaN	NaN	NaN	NaN	NaN
YOR150W	-0.016	-0.012	NaN	-0.016	NaN	-0.011
YOR151C	-0.065	0.015	-0.045	0.014	0.030	0.074
YOR152C	NaN	NaN	NaN	NaN	NaN	NaN
YOR153W	-0.003	0.010	-0.018	-0.004	-0.035	0.002
YOR154W	0.004	0.000	0.049	-0.011	-0.059	-0.006
YOR155C	0.045	-0.005	-0.019	0.011	-0.030	-0.046
YOR156C	-0.007	0.011	-0.020	-0.013	-0.017	-0.016
YOR157C	-0.003	0.014	-0.036	0.021	0.032	0.012
YOR158W	NaN	0.004	NaN	0.013	NaN	-0.055
YOR159C	0.020	0.026	-0.040	-0.050	-0.006	-0.022
YOR160W	0.031	0.018	0.033	0.024	-0.004	0.001
YOR161C	NaN	-0.003	-0.001	0.018	NaN	NaN
YOR161C-C	NaN	NaN	NaN	NaN	NaN	NaN
YOR164C	-0.037	-0.017	-0.018	-0.017	-0.035	-0.017
YOR165W	-0.071	0.010	-0.176	0.017	0.022	0.026
YOR166C	0.002	-0.004	0.005	0.008	-0.020	-0.004
YOR167C	0.017	-0.008	0.016	-0.012	-0.038	-0.016
YOR168W	NaN	-0.061	NaN	0.007	NaN	-0.046
YOR169C	0.026	0.007	-0.060	-0.016	-0.039	0.027
YOR170W	0.019	0.024	0.027	0.009	0.004	0.009
YOR171C	NaN	-0.019	0.025	0.030	NaN	0.015
YOR172W	0.037	-0.005	0.030	0.005	-0.026	-0.011
YOR173W	-0.002	0.006	-0.009	-0.019	-0.013	-0.029
YOR174W	NaN	0.009	NaN	-0.051	NaN	-0.026
YOR175C	NaN	0.057	-0.001	0.012	-0.005	-0.033
YOR176W	NaN	-0.012	NaN	-0.014	NaN	-0.029
YOR177C	0.007	-0.022	-0.064	0.034	-0.035	-0.051
YOR178C	NaN	NaN	-0.017	0.043	NaN	NaN
YOR179C	0.020	0.007	0.018	-0.016	-0.026	-0.009
YOR180C	NaN	0.032	-0.008	0.050	-0.037	0.011
YOR181W	NaN	NaN	-0.018	-0.021	0.058	0.028
YOR182C	NaN	NaN	0.004	NaN	NaN	NaN
YOR183W	-0.001	0.010	-0.049	0.087	NaN	-0.007
YOR184W	0.025	0.015	-0.036	0.031	0.002	-0.018
YOR185C	-0.004	NaN	-0.004	0.071	-0.041	NaN
YOR186W	NaN	NaN	NaN	NaN	NaN	NaN
YOR187W	0.004	-0.017	-0.034	-0.014	-0.016	-0.038
YOR188W	NaN	NaN	NaN	0.019	NaN	0.021
YOR189W	NaN	NaN	NaN	NaN	NaN	NaN
YOR190W	0.025	0.006	0.028	0.027	0.007	-0.011
YOR191W	-0.312	-0.010	-0.259	-0.023	-0.129	-0.003
YOR192C	0.046	0.001	-0.013	-0.009	-0.042	-0.050
YOR193W	-0.001	-0.011	0.030	-0.006	-0.019	0.007
YOR194C	0.028	-0.013	NaN	0.021	0.012	0.071
YOR195W	0.042	-0.004	-0.000	0.042	-0.031	0.010
YOR196C	-0.000	-0.001	-0.002	0.037	NaN	-0.009
YOR197W	0.019	-0.002	0.006	0.009	-0.023	-0.022
YOR198C	-0.003	0.001	-0.049	-0.005	0.016	0.017
YOR199W	0.032	0.019	-0.036	0.008	-0.070	0.004
YOR200W	-0.010	-0.004	-0.035	0.029	0.029	0.008
YOR201C	-0.290	-0.015	-0.179	-0.034	-0.215	-0.007
YOR202W	NaN	NaN	NaN	NaN	NaN	NaN
YOR203W	0.004	0.006	NaN	0.002	NaN	0.008
YOR205C	0.013	-0.010	NaN	-0.005	NaN	-0.012
YOR206W	NaN	0.045	NaN	0.112	NaN	0.055
YOR207C	NaN	0.002	NaN	0.009	NaN	-0.009
YOR208W	0.000	-0.007	-0.004	-0.014	-0.088	-0.051
YOR209C	-0.045	0.001	-0.020	-0.020	-0.037	-0.002
YOR210W	0.002	0.008	-0.034	-0.004	0.048	-0.001
YOR211C	0.024	0.009	NaN	0.014	NaN	-0.032
YOR212W	0.037	0.004	0.020	0.020	0.006	-0.044
YOR213C	-0.012	0.006	0.032	0.015	-0.022	-0.001
YOR214C	0.011	0.006	0.031	-0.003	0.005	-0.009
YOR215C	0.054	0.019	0.026	0.005	-0.039	-0.043
YOR216C	-0.087	0.003	-0.237	-0.016	-0.208	-0.016
YOR217W	NaN	NaN	NaN	-0.078	NaN	NaN
YOR218C	NaN	0.024	NaN	0.023	NaN	-0.014
YOR219C	0.032	0.041	0.021	0.077	-0.017	-0.044
YOR220W	-0.013	0.001	0.001	-0.029	-0.014	0.005
YOR221C	-0.015	-0.001	NaN	0.017	NaN	-0.019
YOR223W	-0.005	-0.004	-0.005	-0.009	-0.007	-0.003
YOR224C	-0.031	0.005	-0.008	-0.043	-0.022	0.025
YOR225W	0.032	0.013	0.026	0.001	-0.005	-0.017
YOR226C	0.008	0.008	0.000	0.028	0.007	-0.010
YOR227W	NaN	NaN	NaN	NaN	NaN	NaN
YOR228C	NaN	0.001	NaN	-0.010	NaN	-0.002
YOR229W	0.009	-0.007	0.001	-0.018	-0.003	-0.025
YOR230W	-0.045	-0.001	-0.025	-0.006	0.064	-0.014
YOR231W	0.009	0.020	0.042	0.051	0.048	0.042
YOR232W	NaN	-0.031	NaN	0.038	NaN	0.014
YOR233W	-0.014	-0.010	-0.111	0.008	-0.042	0.004
YOR234C	NaN	NaN	NaN	NaN	NaN	NaN
YOR235W	NaN	NaN	NaN	0.061	NaN	NaN
YOR236W	0.013	0.003	-0.012	-0.001	0.044	0.002
YOR237W	0.001	-0.027	0.016	0.003	0.002	0.018
YOR238W	-0.007	-0.009	0.005	-0.034	-0.013	-0.013
YOR239W	0.049	-0.049	0.052	0.044	0.006	-0.026
YOR242C	0.029	-0.017	0.015	0.003	-0.034	-0.031
YOR243C	-0.053	-0.004	-0.046	0.020	-0.084	-0.010
YOR244W	NaN	0.014	NaN	-0.025	NaN	0.020
YOR245C	-0.005	-0.002	0.003	-0.002	-0.019	-0.027
YOR246C	0.038	0.041	-0.061	0.070	-0.184	0.039
YOR247W	0.056	-0.004	0.018	0.045	-0.125	0.041
YOR249C	0.004	-0.002	NaN	-0.019	NaN	-0.009
YOR250C	NaN	-0.042	NaN	-0.004	NaN	0.062
YOR251C	0.014	0.016	0.059	0.084	-0.023	0.024
YOR252W	-0.002	-0.019	0.016	-0.022	-0.008	0.047
YOR253W	-0.006	-0.001	0.028	-0.017	0.001	0.016
YOR255W	-0.005	0.037	0.032	0.000	0.017	-0.008
YOR256C	NaN	-0.008	NaN	0.013	NaN	-0.063
YOR257W	-0.012	0.002	-0.060	-0.000	-0.012	-0.053
YOR258W	-0.014	0.019	-0.015	0.011	-0.027	0.004
YOR260W	NaN	0.011	NaN	0.016	NaN	0.006
YOR261C	NaN	0.015	NaN	0.019	NaN	0.087
YOR262W	NaN	NaN	NaN	0.107	NaN	-0.003
YOR263C	0.001	0.001	0.008	0.000	-0.005	-0.004
YOR265W	-0.004	0.076	0.051	0.130	0.004	-0.005
YOR268C	-0.011	0.000	-0.007	-0.024	0.012	0.005
YOR269W	NaN	NaN	NaN	NaN	NaN	NaN
YOR270C	-0.090	0.001	-0.089	0.016	-0.033	-0.010
YOR271C	-0.009	0.002	0.031	-0.005	-0.009	-0.042
YOR272W	-0.011	-0.005	-0.047	-0.004	0.033	0.043
YOR273C	-0.010	0.015	0.015	-0.022	-0.004	0.004
YOR274W	0.004	0.002	-0.039	-0.021	-0.005	-0.036
YOR275C	0.045	-0.020	-0.014	-0.032	0.070	0.035
YOR276W	0.031	0.002	0.028	-0.036	-0.040	0.002
YOR278W	NaN	NaN	NaN	NaN	NaN	NaN
YOR279C	NaN	NaN	NaN	NaN	NaN	NaN
YOR280C	0.031	0.035	-0.055	0.077	-0.015	-0.025
YOR282W	0.012	-0.007	-0.039	-0.023	-0.021	-0.040
YOR283W	0.005	-0.007	0.002	-0.008	-0.003	-0.003
YOR284W	NaN	NaN	NaN	NaN	NaN	NaN
YOR285W	0.022	0.015	0.036	0.026	0.129	0.023
YOR286W	-0.014	-0.007	-0.000	-0.012	0.016	-0.032
YOR288C	0.000	0.022	0.004	0.018	0.003	0.064
YOR289W	0.011	-0.013	0.013	-0.008	-0.003	-0.021
YOR290C	NaN	0.010	NaN	0.018	NaN	0.023
YOR291W	-0.027	-0.006	0.006	0.020	-0.118	-0.001
YOR292C	0.029	0.043	0.020	0.016	-0.030	-0.014
YOR293C-A	NaN	NaN	NaN	NaN	NaN	NaN
YOR293W	NaN	0.009	NaN	0.080	NaN	NaN
YOR294W	NaN	0.007	NaN	0.006	NaN	0.012
YOR295W	0.016	0.002	NaN	0.012	NaN	-0.033
YOR296W	-0.004	-0.007	-0.027	-0.001	-0.003	-0.009
YOR297C	-0.063	-0.037	-0.045	-0.053	0.001	-0.091
YOR298C-A	-0.003	0.005	0.025	0.002	0.027	0.014
YOR298W	-0.002	0.023	0.027	0.052	-0.004	-0.006
YOR299W	0.026	-0.005	0.004	0.036	-0.000	-0.001
YOR300W	0.005	-0.020	-0.009	-0.001	-0.013	0.001
YOR301W	0.037	0.009	-0.012	0.019	-0.030	0.043
YOR302W	NaN	-0.011	NaN	0.024	NaN	0.096
YOR303W	NaN	0.005	NaN	0.012	NaN	0.006
YOR304C-A	-0.007	0.001	0.020	0.045	0.021	0.071
YOR304W	-0.107	0.004	0.058	0.058	0.063	0.073
YOR305W	-0.081	0.000	-0.147	0.003	-0.003	-0.026
YOR306C	-0.021	0.003	NaN	0.011	NaN	0.003
YOR307C	-0.019	-0.005	0.062	0.041	0.009	-0.017
YOR308C	0.028	-0.011	-0.002	-0.011	0.003	-0.041
YOR309C	-0.021	-0.049	-0.079	-0.001	0.013	-0.026
YOR310C	NaN	0.005	NaN	-0.014	NaN	-0.006
YOR311C	-0.024	0.016	-0.014	0.034	-0.105	0.017
YOR312C	-0.037	-0.043	-0.023	0.034	-0.024	0.063
YOR313C	-0.005	-0.005	0.032	-0.007	-0.007	-0.015
YOR314W	0.011	-0.013	0.020	0.005	-0.027	-0.046
YOR315W	-0.019	-0.033	-0.011	-0.013	-0.039	-0.029
YOR316C	-0.010	-0.002	-0.003	-0.017	0.014	-0.016
YOR316C-A	NaN	NaN	NaN	NaN	NaN	NaN
YOR317W	NaN	0.007	NaN	0.039	NaN	0.003
YOR318C	0.031	0.034	-0.002	0.040	0.026	0.033
YOR319W	-0.007	-0.001	NaN	0.029	NaN	-0.009
YOR322C	-0.025	0.022	-0.006	0.017	0.032	0.003
YOR323C	-0.055	0.011	-0.212	0.017	-0.064	0.006
YOR324C	-0.001	0.007	0.034	-0.005	-0.000	-0.013
YOR325W	-0.031	-0.020	0.027	0.021	0.003	0.009
YOR326W	NaN	0.026	NaN	0.038	NaN	-0.009
YOR327C	0.039	-0.020	0.006	0.021	-0.082	-0.023
YOR328W	0.048	0.014	0.034	0.056	0.034	0.005
YOR329C	-0.021	0.020	NaN	0.023	NaN	0.013
YOR330C	NaN	0.003	NaN	-0.049	NaN	0.010
YOR331C	0.042	0.004	-0.030	0.023	-0.002	0.009
YOR332W	-0.018	-0.002	0.029	0.001	0.005	-0.035
YOR333C	0.005	-0.074	0.036	0.019	-0.240	0.016
YOR334W	NaN	-0.091	NaN	-0.061	NaN	-0.022
YOR335C	NaN	-0.007	NaN	-0.025	NaN	-0.017
YOR336W	NaN	-0.021	NaN	0.056	NaN	0.060
YOR337W	-0.005	0.040	-0.047	0.018	-0.005	-0.045
YOR338W	0.007	-0.024	0.108	-0.008	-0.011	-0.037
YOR339C	0.016	-0.002	0.002	-0.010	-0.016	-0.023
YOR340C	NaN	0.014	NaN	-0.007	NaN	-0.007
YOR341W	-0.060	0.008	-0.053	-0.037	-0.014	-0.014
YOR342C	0.071	0.022	0.039	0.050	0.028	0.040
YOR343C	-0.016	0.004	0.022	0.021	0.014	-0.014
YOR344C	0.008	0.016	0.013	0.006	0.010	0.022
YOR345C	0.009	-0.060	-0.014	0.020	-0.021	-0.026
YOR346W	-0.009	-0.008	-0.020	-0.015	-0.020	-0.027
YOR348C	0.004	-0.010	-0.005	-0.023	-0.011	-0.001
YOR349W	-0.025	0.009	-0.011	0.000	-0.002	-0.007
YOR350C	-0.031	0.010	-0.002	-0.018	-0.057	-0.003
YOR351C	0.011	0.015	0.024	0.028	0.018	-0.005
YOR352W	0.070	0.021	-0.011	-0.063	-0.050	-0.027
YOR353C	NaN	-0.026	NaN	-0.018	NaN	-0.068
YOR354C	0.010	-0.008	0.006	-0.000	-0.047	-0.028
YOR355W	-0.143	-0.032	-0.038	-0.026	-0.111	-0.039
YOR356W	-0.005	-0.013	0.021	-0.007	-0.167	-0.018
YOR357C	-0.018	-0.003	NaN	-0.017	NaN	0.009
YOR358W	-0.063	0.003	-0.053	0.009	-0.022	0.020
YOR359W	NaN	-0.066	-0.022	0.076	NaN	0.018
YOR360C	-0.018	-0.010	-0.093	-0.031	0.079	-0.002
YOR361C	0.021	0.043	-0.038	0.027	-0.040	-0.064
YOR362C	-0.015	0.038	NaN	0.039	NaN	0.005
YOR363C	0.010	-0.011	0.015	-0.012	-0.005	-0.042
YOR364W	0.017	0.002	0.032	0.024	0.006	0.076
YOR365C	0.061	-0.007	0.030	0.010	-0.018	0.011
YOR366W	0.069	0.020	-0.025	0.006	-0.052	-0.038
YOR367W	NaN	NaN	NaN	NaN	NaN	NaN
YOR368W	-0.010	0.006	-0.014	0.013	0.017	0.007
YOR369C	0.032	-0.029	NaN	-0.031	-0.036	-0.086
YOR370C	NaN	-0.009	NaN	-0.053	NaN	-0.051
YOR371C	0.050	0.036	0.019	0.042	0.089	0.044
YOR372C	-0.002	-0.008	NaN	-0.007	NaN	0.005
YOR373W	NaN	NaN	NaN	NaN	NaN	NaN
YOR374W	0.010	0.018	0.050	0.012	0.047	0.021
YOR375C	-0.177	-0.009	-0.178	0.024	-0.119	-0.002
YOR376W	-0.019	0.033	-0.098	0.058	-0.042	-0.005
YOR376W-A	NaN	NaN	NaN	NaN	NaN	NaN
YOR377W	0.004	-0.033	0.013	-0.082	0.009	-0.044
YOR378W	0.012	0.015	0.022	0.061	0.017	0.035
YOR379C	0.055	-0.048	-0.006	0.024	-0.050	-0.065
YOR380W	0.032	0.015	0.026	0.022	0.002	-0.001
YOR382W	-0.003	0.032	0.013	0.034	-0.033	-0.015
YOR383C	0.003	-0.052	0.000	-0.088	-0.011	-0.049
YOR384W	0.009	0.005	-0.013	0.006	-0.005	-0.003
YOR385W	0.017	-0.005	0.037	0.002	0.020	-0.019
YOR386W	0.010	0.008	0.012	0.002	-0.035	-0.011
YPL001W	NaN	-0.047	NaN	-0.006	NaN	0.000
YPL002C	NaN	0.001	NaN	-0.012	NaN	0.006
YPL003W	0.012	0.000	0.027	0.016	0.028	-0.000
YPL004C	-0.008	-0.008	-0.016	-0.028	0.010	-0.009
YPL005W	NaN	0.004	NaN	0.036	NaN	-0.006
YPL006W	-0.011	0.001	0.006	0.015	-0.042	-0.044
YPL009C	0.047	-0.014	-0.010	0.001	-0.062	-0.083
YPL010W	NaN	-0.019	NaN	0.018	NaN	-0.134
YPL011C	NaN	0.009	NaN	0.029	NaN	-0.060
YPL012W	NaN	-0.015	NaN	-0.006	NaN	-0.003
YPL013C	NaN	-0.052	NaN	-0.029	NaN	0.000
YPL014W	0.004	0.010	0.011	0.021	0.023	0.011
YPL015C	0.051	-0.014	0.022	0.029	-0.012	0.039
YPL016W	-0.010	0.012	NaN	-0.011	NaN	-0.020
YPL017C	-0.007	-0.011	-0.028	-0.025	-0.036	0.024
YPL018W	-0.109	-0.018	-0.108	0.026	-0.126	-0.010
YPL020C	0.005	-0.006	NaN	-0.025	NaN	-0.007
YPL021W	-0.010	-0.021	0.004	-0.015	-0.026	-0.003
YPL022W	0.004	0.006	0.009	0.012	-0.029	0.011
YPL023C	-0.035	-0.004	0.039	-0.004	-0.037	0.024
YPL026C	-0.019	-0.010	-0.000	0.011	-0.143	-0.010
YPL027W	0.023	-0.027	-0.019	-0.034	-0.019	-0.025
YPL028W	NaN	-0.026	NaN	0.009	NaN	-0.016
YPL030W	0.006	-0.023	0.011	0.053	-0.011	-0.061
YPL031C	NaN	-0.011	NaN	0.023	NaN	-0.001
YPL032C	-0.010	-0.016	-0.005	-0.022	-0.031	-0.033
YPL033C	0.017	0.008	0.006	-0.012	-0.013	-0.001
YPL034W	0.003	-0.004	0.006	-0.003	-0.008	-0.003
YPL035C	0.018	0.046	0.034	0.036	0.000	-0.023
YPL036W	NaN	0.016	NaN	0.016	NaN	0.020
YPL037C	NaN	-0.066	NaN	0.039	NaN	-0.005
YPL038W	0.043	0.008	0.052	0.031	-0.023	0.027
YPL038W-A	NaN	NaN	NaN	NaN	NaN	NaN
YPL039W	0.008	-0.003	0.000	-0.011	-0.023	0.012
YPL040C	NaN	-0.019	NaN	0.018	NaN	-0.074
YPL042C	NaN	0.015	NaN	0.030	NaN	0.002
YPL043W	-0.034	0.000	-0.078	-0.032	0.028	0.037
YPL044C	NaN	-0.009	NaN	-0.038	NaN	-0.001
YPL045W	-0.034	0.020	NaN	0.014	NaN	0.141
YPL046C	0.036	0.021	0.056	0.056	0.020	-0.012
YPL047W	-0.045	0.015	0.014	0.030	0.012	0.009
YPL048W	-0.063	-0.004	-0.045	-0.003	0.028	0.025
YPL049C	-0.103	-0.003	0.003	0.042	-0.009	0.003
YPL050C	0.015	-0.031	NaN	-0.022	NaN	-0.006
YPL052W	0.060	0.014	0.030	0.017	-0.092	0.025
YPL054W	-0.030	-0.010	0.023	-0.011	-0.010	-0.008
YPL055C	NaN	0.008	NaN	-0.043	NaN	-0.028
YPL056C	0.023	0.005	0.033	0.031	0.051	0.033
YPL057C	0.030	-0.003	-0.020	0.025	0.045	0.087
YPL058C	0.031	0.002	0.028	0.012	-0.006	0.036
YPL059W	NaN	0.005	NaN	0.020	NaN	-0.033
YPL060W	0.009	-0.009	-0.026	-0.032	-0.245	-0.005
YPL062W	0.011	-0.014	0.061	0.035	-0.025	0.002
YPL064C	NaN	-0.006	0.013	0.046	NaN	NaN
YPL065W	NaN	NaN	NaN	0.066	NaN	NaN
YPL066W	-0.032	-0.007	0.004	0.003	-0.231	0.017
YPL067C	0.028	0.034	0.036	0.035	0.026	0.033
YPL069C	NaN	0.008	NaN	0.030	NaN	0.028
YPL070W	0.008	0.011	0.002	0.012	0.037	0.135
YPL071C	0.032	-0.001	0.024	0.003	0.022	0.107
YPL072W	0.053	0.016	-0.008	0.031	0.073	0.029
YPL073C	0.028	-0.008	0.024	0.001	0.006	0.013
YPL074W	0.001	0.023	0.037	0.004	0.016	0.024
YPL075W	-0.002	-0.018	-0.133	-0.006	0.011	0.006
YPL077C	-0.039	-0.014	0.041	-0.023	-0.032	0.014
YPL078C	-0.017	-0.005	-0.065	-0.015	NaN	-0.095
YPL079W	NaN	NaN	NaN	NaN	NaN	NaN
YPL080C	-0.045	-0.016	-0.035	-0.001	-0.121	0.053
YPL081W	0.035	0.008	0.020	0.032	0.015	-0.006
YPL082C	NaN	-0.017	NaN	-0.018	NaN	-0.025
YPL083C	-0.010	0.010	NaN	-0.010	NaN	-0.008
YPL084W	NaN	0.014	NaN	0.014	NaN	0.052
YPL086C	-0.048	0.011	0.003	0.004	-0.065	0.017
YPL087W	0.016	-0.006	0.021	-0.008	0.007	0.007
YPL089C	NaN	NaN	NaN	0.069	NaN	NaN
YPL090C	NaN	-0.020	NaN	0.042	NaN	0.004
YPL091W	0.004	0.000	0.027	-0.001	-0.040	0.033
YPL092W	0.040	0.006	-0.012	-0.002	-0.042	0.002
YPL093W	NaN	0.021	NaN	0.007	NaN	-0.026
YPL094C	NaN	0.019	NaN	-0.000	NaN	-0.001
YPL095C	-0.032	0.012	-0.007	-0.014	0.012	0.010
YPL096C-A	NaN	NaN	NaN	NaN	NaN	NaN
YPL096W	0.077	0.048	0.001	0.031	0.019	0.047
YPL097W	-0.004	0.021	NaN	-0.004	NaN	0.015
YPL098C	0.011	0.001	0.004	-0.012	-0.072	0.016
YPL099C	-0.026	0.020	-0.014	0.002	-0.033	0.033
YPL100W	-0.019	0.002	-0.020	-0.032	-0.060	0.029
YPL101W	-0.021	0.016	-0.073	-0.035	-0.024	-0.002
YPL102C	-0.045	0.021	-0.034	0.016	0.013	0.034
YPL103C	-0.022	0.008	-0.004	0.046	0.047	0.055
YPL104W	NaN	-0.018	NaN	-0.109	NaN	-0.163
YPL105C	-0.033	0.009	-0.053	-0.024	-0.061	0.025
YPL106C	NaN	NaN	NaN	NaN	NaN	NaN
YPL107W	0.030	-0.004	0.002	0.036	-0.114	0.038
YPL108W	0.004	-0.008	-0.002	-0.019	-0.054	-0.019
YPL109C	NaN	NaN	NaN	NaN	NaN	NaN
YPL110C	-0.008	0.005	0.010	0.018	-0.040	0.019
YPL111W	-0.017	0.015	NaN	-0.005	NaN	0.026
YPL112C	0.020	0.005	-0.018	-0.008	0.016	0.013
YPL113C	0.004	0.027	0.014	0.062	0.013	NaN
YPL114W	NaN	0.011	NaN	0.008	NaN	0.014
YPL115C	-0.097	-0.016	-0.015	-0.009	-0.050	-0.062
YPL116W	-0.023	-0.012	-0.030	0.010	-0.016	0.011
YPL117C	NaN	0.010	NaN	0.003	NaN	-0.013
YPL118W	0.007	-0.003	NaN	-0.015	NaN	-0.015
YPL119C	-0.022	0.005	-0.017	0.000	-0.011	0.060
YPL119C-A	NaN	NaN	NaN	NaN	NaN	NaN
YPL120W	NaN	0.007	NaN	-0.010	NaN	0.017
YPL121C	-0.038	-0.008	-0.004	0.006	0.022	0.030
YPL122C	NaN	-0.029	NaN	-0.030	NaN	0.044
YPL123C	0.073	0.015	-0.005	0.051	-0.029	0.065
YPL124W	NaN	0.004	NaN	0.019	NaN	0.016
YPL125W	NaN	-0.004	NaN	0.019	NaN	-0.001
YPL126W	NaN	NaN	NaN	NaN	NaN	NaN
YPL128C	-0.011	-0.016	NaN	-0.052	NaN	-0.128
YPL129W	NaN	-0.044	NaN	0.103	NaN	0.074
YPL130W	0.025	0.034	0.051	0.076	0.043	0.020
YPL131W	-0.235	-0.047	0.057	-0.040	-0.092	0.027
YPL132W	-0.071	-0.001	-0.057	-0.000	0.006	0.003
YPL133C	-0.018	-0.003	-0.001	0.009	-0.003	-0.005
YPL134C	0.033	0.004	-0.023	-0.001	0.001	-0.020
YPL135W	0.013	0.001	-0.004	0.003	-0.030	0.065
YPL136W	-0.030	-0.007	0.007	-0.009	-0.025	0.016
YPL137C	0.008	-0.007	-0.004	0.009	-0.026	-0.005
YPL138C	-0.000	0.018	-0.067	0.011	-0.089	0.008
YPL139C	-0.062	-0.008	0.007	0.020	-0.100	-0.035
YPL140C	NaN	-0.021	NaN	-0.001	NaN	0.036
YPL141C	-0.007	0.020	-0.009	-0.005	-0.004	0.013
YPL142C	NaN	-0.019	NaN	0.129	NaN	0.010
YPL143W	NaN	-0.031	NaN	0.119	NaN	-0.038
YPL144W	NaN	0.012	NaN	0.018	NaN	0.030
YPL145C	-0.058	0.005	-0.030	-0.016	-0.125	-0.013
YPL146C	-0.001	-0.009	-0.083	-0.024	0.004	-0.008
YPL147W	-0.002	-0.004	-0.043	0.023	-0.014	0.010
YPL148C	NaN	-0.007	NaN	-0.023	NaN	-0.005
YPL149W	0.000	-0.003	0.002	-0.011	0.004	0.002
YPL150W	0.014	0.011	-0.053	-0.035	-0.189	-0.026
YPL151C	NaN	0.034	NaN	0.040	NaN	0.036
YPL152W	0.001	0.026	-0.076	0.030	-0.133	0.011
YPL152W-A	NaN	NaN	NaN	NaN	NaN	NaN
YPL153C	NaN	0.001	NaN	-0.010	NaN	-0.005
YPL155C	-0.038	-0.004	0.001	0.011	-0.002	0.027
YPL156C	0.024	-0.008	-0.004	-0.021	-0.045	-0.016
YPL157W	0.012	0.022	0.049	-0.000	-0.078	0.030
YPL158C	-0.008	-0.012	-0.090	-0.015	-0.163	-0.011
YPL159C	-0.055	0.010	0.003	0.013	-0.140	-0.114
YPL160W	NaN	0.005	NaN	-0.006	NaN	0.006
YPL161C	-0.038	0.004	NaN	-0.029	NaN	-0.009
YPL162C	-0.022	0.037	NaN	0.037	NaN	0.032
YPL163C	NaN	0.014	NaN	0.007	NaN	0.022
YPL164C	NaN	0.023	NaN	0.005	NaN	0.035
YPL165C	0.002	-0.075	NaN	0.037	NaN	-0.065
YPL166W	-0.022	0.016	-0.047	0.010	0.009	0.028
YPL167C	0.020	0.034	-0.001	0.027	0.022	-0.012
YPL168W	-0.012	0.021	NaN	0.026	NaN	0.007
YPL169C	NaN	0.012	NaN	-0.000	NaN	0.011
YPL170W	-0.002	0.009	-0.030	0.049	0.015	0.033
YPL171C	0.020	0.010	-0.019	0.014	-0.032	0.005
YPL172C	0.006	0.002	NaN	0.005	NaN	-0.012
YPL173W	NaN	-0.000	NaN	0.028	NaN	-0.065
YPL174C	NaN	-0.009	NaN	0.009	NaN	-0.024
YPL175W	NaN	-0.014	0.019	-0.031	NaN	-0.027
YPL176C	-0.031	0.018	-0.086	-0.023	-0.011	-0.031
YPL177C	0.012	0.030	NaN	-0.003	NaN	0.042
YPL178W	NaN	-0.001	NaN	0.018	NaN	-0.006
YPL179W	-0.087	0.011	-0.026	0.039	-0.079	0.017
YPL180W	NaN	0.049	NaN	0.010	NaN	0.021
YPL181W	NaN	NaN	NaN	NaN	NaN	NaN
YPL182C	-0.253	0.024	-0.014	-0.010	-0.080	-0.002
YPL183C	0.003	-0.010	0.006	-0.009	0.065	-0.008
YPL183W-A	NaN	-0.090	NaN	0.033	NaN	-0.017
YPL184C	-0.024	0.017	-0.121	-0.046	0.022	-0.027
YPL185W	-0.051	0.023	NaN	0.011	NaN	0.040
YPL186C	0.013	0.012	-0.029	-0.005	-0.003	-0.010
YPL187W	NaN	0.026	NaN	0.046	NaN	0.040
YPL188W	NaN	-0.002	NaN	-0.003	NaN	-0.017
YPL189C-A	NaN	NaN	NaN	NaN	NaN	NaN
YPL189W	NaN	NaN	NaN	NaN	NaN	NaN
YPL190C	NaN	-0.017	NaN	-0.065	NaN	-0.007
YPL192C	-0.003	0.010	0.024	0.028	0.019	0.023
YPL193W	NaN	-0.002	NaN	0.014	NaN	0.020
YPL194W	-0.017	-0.010	-0.009	-0.016	0.003	-0.003
YPL195W	-0.120	-0.000	0.004	0.017	-0.211	-0.078
YPL196W	-0.015	-0.005	-0.022	0.007	-0.016	-0.021
YPL197C	0.047	0.019	0.000	0.088	-0.007	0.031
YPL198W	-0.029	-0.008	NaN	-0.024	NaN	0.002
YPL199C	NaN	0.003	NaN	-0.019	NaN	-0.002
YPL200W	NaN	0.017	NaN	0.029	NaN	0.031
YPL201C	0.021	0.013	NaN	-0.007	NaN	0.010
